Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR
Blackwell Group,Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.6158,1.9511,13.7189,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Martinez-Moore,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6449,0.0,5.2783,1.6758,16.3659,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Cole and Sons,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,12,2,3,1,3,2,1,3,3,1,2,3,3,3,3
Torres Inc,Emerging Markets,EM - Asia,Natural Resources,1,14.111,,,32.9825,41.6233,212.6465,20.5489,15.6364,0.5282,7.3847,2.2655,18.3546,13,12,13,2,2,3,3,3,3,1,3,2,3,3,3,3,4
"Campbell, Cantrell and Sherman",Developed Markets,DM - Americas,Natural Resources,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Hunt, Mejia and Brown",Developed Markets,DM - Americas,Natural Resources,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Wright-Perkins,Developed Markets,DM - Europe,Real Estate & Construction,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,12.2335,0.0,5.2086,1.1145,13.0295,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Wright-Davis,Emerging Markets,EM - Asia,Utilities,0,9.9702,2.9069,7.0634,-87.2549,0.0,94.76,0.0,4.3159,4.7538,11.6946,7.3528,11.9519,14,15,12,3,3,2,3,3,4,3,3,2,3,3,3,3,3
"Stout, Hancock and Meyers",Emerging Markets,EM - Asia,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.9577,2.2193,13.7189,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
"Martinez, Meza and Cross",Emerging Markets,EM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1289,0.0,10.5843,7.7119,13.9979,9,10,12,1,1,1,3,3,1,3,2,1,3,3,3,3,3
Miller-Waters,Developed Markets,DM - Europe,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3726,0.0,7.7672,1.5729,13.5476,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Moore Inc,Developed Markets,DM - Americas,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8775,0.0,6.6776,0.9368,10.018,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
"Jensen, Hubbard and Jordan",Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4968,0.0,4.0046,5.379,11.2818,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Mcclain-Wright,Developed Markets,DM - Asia,Utilities,0,11.9769,0.0,0.0,58.0298,16.1308,161.9898,3.4564,11.745,1.0594,9.97,1.2611,13.255,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Flynn-Blake,Developed Markets,DM - Americas,Utilities,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,7.1535,0.0,8.0284,1.3982,8.2907,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Martinez-Gates,Emerging Markets,EM - Americas,Natural Resources,1,11.6515,4.8641,6.7874,-82.3093,20.2571,852.8762,9.9819,1.801,,9.2311,9.7395,8.5884,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Perkins, Brock and Morrison",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,1.3175,339.0,-2.3165,7.9171,0.0,5.8322,1.3643,9.0559,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Morgan-Oneal,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
Taylor-Cooper,Developed Markets,DM - Americas,Services & Communications,1,8.4018,6.4843,1.9175,,18.5563,79.232,-148.944,8.8662,1.1177,4.7569,3.3717,10.7837,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
"Richards, Contreras and Williams",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,0.0,65.2162,232.0,20.3059,8.8808,0.0,6.3936,1.1632,10.018,9,10,12,1,3,1,1,4,1,3,3,1,2,3,3,3,3
"Armstrong, Wong and Jimenez",Emerging Markets,EM - CEEMEA,"Retail, Consumer & Healthcare",0,12.7281,0.0,0.0,-9.7555,0.0,133.7033,13.6385,5.7269,-0.0111,12.006,7.0494,14.2925,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Conrad LLC,Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Fisher, Perez and Salazar",Emerging Markets,EM - CEEMEA,Real Estate & Construction,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3
Davis-Marshall,Developed Markets,DM - Europe,Natural Resources,1,10.9017,9.6604,1.2413,,,1521.2881,17.6644,11.1305,0.5118,3.3548,1.1634,12.3718,13,12,13,3,3,3,3,1,2,1,3,3,3,3,4,3,3
"Carroll, Watson and Gray",Developed Markets,DM - Europe,Industrials & Transportation,1,8.78,8.6622,0.1178,-32.8435,68.1752,399.6571,8.3043,7.7041,0.2859,6.3766,0.1143,7.8219,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
Harrison Ltd,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-17.8295,0.0,26.516,61.6452,6.9869,0.0839,6.3796,1.2396,8.1241,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Baker, Nichols and Cruz",Developed Markets,DM - Asia,Natural Resources,0,11.0765,9.3122,1.7643,-61.8806,37.1515,311.5464,16.0697,11.3061,-0.9355,8.4844,1.2512,12.2711,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Cantrell-Cannon,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-46.5986,13.1206,122.0,3.3875,12.6962,0.0,7.8728,1.754,13.8334,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Rocha Group,Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.586,1.4621,10.018,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
Brown-Livingston,Developed Markets,DM - Americas,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.6618,1.3667,10.018,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Ballard-Good,Emerging Markets,EM - Americas,Natural Resources,1,15.3874,6.1526,9.2348,,27.6078,,11.3686,15.3874,,15.3874,0.0,15.3874,13,12,14,2,2,3,3,3,3,1,3,2,3,3,5,3,3
"Scott, Carson and Johnston",Developed Markets,DM - Americas,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.4838,1.4091,10.018,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Lamb-Smith,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.2632,1.2645,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Willis LLC,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Wade Group,Developed Markets,DM - Europe,Utilities,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Middleton PLC,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Fowler-Obrien,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,41.6974,82.0751,173.0,7.4832,10.7833,0.0317,9.0392,1.0849,11.9221,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Young-Keller,Emerging Markets,EM - Americas,Utilities,0,11.0541,4.1445,6.9095,29.4305,37.3949,1969.6305,15.3711,3.9278,0.4203,9.4889,6.0551,12.1728,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Long, Christian and Joyce",Developed Markets,DM - Europe,Utilities,0,9.9779,10.1634,-0.1855,13.8643,26.4793,122.36,8.0656,15.298,1.0801,10.6793,-0.2058,15.063,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Kennedy Inc,Developed Markets,DM - Europe,Services & Communications,0,10.0024,10.0547,-0.0522,-30.0,33.8846,118.6657,10.5882,11.6368,1.5984,10.4594,0.8415,11.7338,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Kennedy-Fletcher,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Adkins-Edwards,Emerging Markets,EM - CEEMEA,Utilities,0,10.473,0.0,0.0,-42.8571,0.0,0.0,0.0,7.9161,0.0,1.7081,1.1891,8.9944,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Cook, Lewis and Miller",Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,13.091,0.0,6.2425,1.0574,13.887,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Fields Group,Developed Markets,DM - Europe,"Retail, Consumer & Healthcare",0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,9.7485,0.0,5.6352,0.8164,10.5445,11,14,12,1,2,3,3,2,3,3,3,1,4,3,3,3,3
"Figueroa, Garrett and Hoffman",Emerging Markets,EM - CEEMEA,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,3.6545,63.1319,0.0,18.7941,4.1956,0.029,3.9982,0.9511,5.3328,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3
Grimes Inc,Emerging Markets,EM - Americas,Utilities,1,11.2511,7.0413,4.2098,,19.7928,37.884,0.1151,9.7748,2.6437,8.8294,5.338,13.9846,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Harper-Wolfe,Developed Markets,DM - Europe,Services & Communications,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.2991,8.2512,1.5864,11.3894,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Anderson-Parker,Developed Markets,DM - Europe,Natural Resources,0,9.3834,8.5611,0.8224,-38.3954,44.0131,854.1692,16.8315,9.0239,0.1943,8.2454,0.6502,9.8199,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Taylor, Walters and Brock",Developed Markets,DM - Europe,Services & Communications,0,10.0024,10.0547,-0.0522,37.6316,42.7663,85.0811,9.0664,10.8164,0.4551,9.7927,0.6228,10.9134,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Wilson Ltd,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,47.4781,15.2695,199.851,-28.3341,2.0127,0.0,2.2136,1.7262,3.1515,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Meyer Group,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,-21.0526,20.8921,338.0,7.2928,11.4905,1.6377,8.9876,1.221,12.6277,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Porter, Gibson and Edwards",Emerging Markets,EM - Americas,Services & Communications,1,11.2511,7.0413,4.2098,,19.7928,37.884,0.1151,9.7748,2.6437,8.8294,5.338,13.9846,12,11,12,2,3,3,3,3,1,3,3,1,3,3,3,3,3
Ferrell Inc,Developed Markets,DM - Americas,Generic,0,9.0794,7.5833,1.4961,0.0,0.0,0.0,0.0,10.6652,0.0,8.1424,1.2528,11.8024,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Valencia, Bird and Chavez",Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,0.0,59.7243,61.0,16.6156,8.8808,0.0,5.4769,1.249,10.018,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Cunningham, Byrd and Sanchez",Emerging Markets,EM - Asia,Real Estate & Construction,0,9.9702,2.9069,7.0634,-33.7701,0.0,0.0,0.0,4.9061,0.0,10.7504,6.2432,12.5421,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
York-Walker,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,1.0606,0.0,0.0,0.0,8.8792,0.0,4.8146,1.4608,10.018,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
Rice-Blanchard,Emerging Markets,EM - Asia,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,4.4802,1.279,13.7189,11,12,12,3,3,1,1,3,2,3,3,3,1,3,3,3,3
Reeves-Smith,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5321,0.0,8.5287,7.8953,9.1681,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Cortez PLC,Developed Markets,DM - Americas,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Joseph, Oliver and Wu",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0658,0.0,8.4477,2.7817,15.7868,17,17,12,3,3,3,5,3,5,1,3,3,5,3,3,3,3
Le-Wilson,Developed Markets,DM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7323,0.0,5.34,1.4919,9.3414,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Herrera-Jackson,Emerging Markets,EM - Asia,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.8289,2.0104,13.7189,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Thompson, Potts and Cruz",Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,5.2095,1.3755,13.7189,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3
"Nelson, Hall and Gomez",Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2225,0.0,3.0141,1.825,8.9435,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3
"Ortiz, Murphy and Alvarez",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4448,0.0,7.6869,2.0407,12.1658,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Warren, Pacheco and Stephens",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3578,0.0,5.5969,2.1477,10.0788,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Christensen-Lewis,Developed Markets,DM - Europe,Utilities,0,8.78,8.6622,0.1178,-5.3444,0.0,0.0,22.4556,11.0131,0.0,4.6893,0.5928,11.3671,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Baker, Stone and Glover",Emerging Markets,EM - Americas,Natural Resources,0,11.6515,4.8641,6.7874,68.5118,45.0136,0.8382,33.0611,6.1289,0.0,7.8555,5.6411,13.9979,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Mann, Barnes and Wolf",Developed Markets,DM - Americas,Natural Resources,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,7.1535,0.0,8.0284,1.3982,8.2907,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Baker, Morgan and Santos",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,1.3175,339.0,-2.3165,7.9171,0.0,5.8322,1.3643,9.0559,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Hicks-Ayers,Developed Markets,DM - Europe,Utilities,1,13.2177,11.6446,1.5731,,20.169,127.8302,1.0121,8.8976,,5.5127,2.4252,10.4707,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Shah-Brown,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-10.7817,0.0,412.717,34.5069,8.3512,0.4052,6.3365,0.873,9.4884,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Melendez, Wright and Huff",Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Scott, Whitaker and Alexander",Developed Markets,DM - Europe,Utilities,0,10.9017,9.6604,1.2413,-96.5217,0.0,0.0,9.2042,13.0723,0.0831,9.6562,0.2202,15.2473,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Davis-Gould,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,25.9669,437.0,-39.0206,16.052,0.0,9.6818,1.6031,17.1892,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Harrington, Davis and Singh",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-1.28,21.1306,84.0,10.6942,8.6739,0.6742,7.6948,1.1419,9.8144,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Lawrence, Contreras and Thompson",Emerging Markets,EM - CEEMEA,Services & Communications,0,12.7281,0.0,0.0,123.6123,45.0986,53.4535,20.8165,3.768,0.2244,11.1003,8.3373,12.3336,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
"Wilson, Wade and Beltran",Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Hogan Ltd,Developed Markets,DM - Europe,Utilities,0,9.3834,8.5611,0.8224,46.5196,5.6791,232.3661,-5.7635,11.7462,0.0,9.2329,1.0541,12.5422,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Sutton-Becker,Developed Markets,DM - Europe,Natural Resources,0,8.78,8.6622,0.1178,65.7895,29.8982,147.9963,10.217,13.1265,0.8275,7.0363,0.358,13.4805,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Hancock, Simmons and Sims",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Rogers PLC,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7145,0.0,8.8027,8.1189,9.3505,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Mullins-Kirk,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3694,0.0,0.9545,-0.1785,12.1344,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Young-Mitchell,Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8982,0.0,3.3869,1.6596,13.1192,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Taylor, Wang and Barber",Developed Markets,DM - Americas,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,5.6618,1.3667,10.018,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
Johnson Ltd,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Jones, Johnson and Aguilar",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,13,11,12,3,3,3,3,1,1,1,3,3,3,3,3,3,3
Montoya LLC,Emerging Markets,EM - Americas,Natural Resources,1,13.2498,3.7583,9.4915,-97.7732,4.3126,261.8701,-7.9883,3.1433,,12.6846,12.7274,12.6348,13,12,13,2,2,3,3,3,3,1,3,2,3,4,3,3,3
"Kaufman, Owens and Rogers",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,-25.3731,7.5168,1396.0,4.4986,7.2211,0.2333,5.9834,2.0439,9.1386,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Allen-Welch,Developed Markets,DM - Americas,Generic,1,8.9493,7.2477,1.7016,9.1837,65.0245,1758.3609,43.6515,8.0982,0.7455,6.6127,2.668,9.7998,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Wolfe, Jones and Riley",Developed Markets,DM - Europe,Utilities,0,9.3834,8.5611,0.8224,-38.3954,44.0131,854.1692,16.8315,9.0239,0.1943,8.2454,0.6502,9.8199,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Madden-Garza,Developed Markets,DM - Americas,Services & Communications,1,8.4018,6.4843,1.9175,1.8779,64.7383,147.9,22.5981,3.7427,-0.0909,4.7848,2.4618,5.6601,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
"Bradshaw, Rice and Johnson",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,4,3
Gutierrez-Glass,Developed Markets,DM - Europe,Generic,0,9.9779,10.1634,-0.1855,-9.9624,45.8934,98.5149,14.4128,10.3175,0.2313,9.0504,0.2911,10.0825,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Smith, Norris and Mahoney",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-78.3366,39.7111,280.9,7.2254,9.3208,0.5831,6.2021,0.807,10.4613,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Moody-Wilkerson,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,2.0472,81.3543,1289.0,41.4091,6.9111,0.0915,7.6538,2.1535,8.8286,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Fields-Jones,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,4,3
Patel Group,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-10.7083,26.8391,41.272,8.2966,9.8709,1.5561,8.7417,1.1798,11.0097,15,15,12,3,3,1,3,5,3,3,3,2,4,3,3,3,3
"Ramirez, Reeves and Watts",Developed Markets,DM - Americas,Services & Communications,0,10.3366,7.7074,2.6293,128.9474,24.6885,2599.0,3.9255,5.5271,0.5666,5.9852,1.2823,7.0339,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Ortiz-Young,Developed Markets,DM - Americas,Utilities,0,8.9493,7.2477,1.7016,8.209,58.5892,572.0514,20.3097,7.0283,0.2808,5.7555,2.0219,8.0353,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"Pugh, Gaines and Martin",Developed Markets,DM - Europe,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0752,0.0,11.3712,2.0811,14.2502,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Rodriguez-Bauer,Developed Markets,DM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,6.8249,0.9772,10.018,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Reynolds-Brown,Emerging Markets,EM - Asia,Utilities,1,14.111,,,-7.6961,12.832,32.3765,-0.7968,8.3294,0.7598,6.8827,2.0258,11.0476,9,14,13,1,2,1,2,3,3,3,3,2,3,3,3,4,3
"Flores, Cole and Gibson",Emerging Markets,EM - Asia,Utilities,1,14.111,,,-7.6961,12.832,32.3765,-0.7968,8.3294,0.7598,6.8827,2.0258,11.0476,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,4,3
Chambers-Rowe,Emerging Markets,EM - Asia,Natural Resources,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,11.2242,0.0,11.87,8.3363,17.5202,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Lowe, Morales and Fields",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,23.2022,47.2205,178.7,36.5735,4.8447,-0.4203,5.1298,2.8251,6.7621,13,14,13,3,3,1,3,3,3,3,3,2,3,3,3,4,3
"Nguyen, Perkins and Jones",Developed Markets,DM - Europe,Natural Resources,0,10.6947,10.2269,0.4678,-70.1754,0.0,2130.3853,9.3697,12.3541,-0.0414,4.7493,0.5159,13.5751,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Miller-Church,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-33.3333,53.5628,8422.0,15.4283,8.0562,1.0299,6.001,1.2512,9.1934,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Arnold, Daniels and Hayes",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,76.4763,75.3347,1077.0,24.4436,7.9633,0.5616,6.0039,1.1561,9.1021,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Simmons-Underwood,Emerging Markets,EM - Asia,Natural Resources,1,14.111,10.801,3.31,,32.9875,513.6935,15.9856,11.3928,,6.3531,2.2273,14.111,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
